net,sigma,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
6,8,rand_dt,0.2,0.97,97,10,8,18,13.464,560.4526916666666,0.09521786477411477,1.2788333333333333,174.11676835682727,407.0,61.232,96.0,0.0,1.0,0,0.0,1.0
7,8,rand_dt,0.2,1.0,100,9,10,16,14.128,560.3116727272728,0.09054015059015061,1.2757575757575754,182.06658420944134,407.0,63.7,99.0,0.0,1.0,0,0.0,1.0
8,8,rand_dt,0.2,1.0,100,13,9,17,16.396,557.7679191919193,0.07479355647983099,1.2243232323232323,163.8538259640622,405.0,63.792,99.0,0.0,1.0,0,0.0,1.0
9,8,rand_dt,0.2,1.0,100,13,6,17,14.22,557.1688727272729,0.08604152753564517,1.2204444444444444,106.94899781702719,214.0,64.176,99.0,0.0,1.0,0,0.0,1.0
10,8,rand_dt,0.2,0.98,98,9,10,20,16.312,561.1606639175258,0.07912084942495719,1.2891958762886597,197.18957055214725,510.0,61.948,97.0,0.0,1.0,0,0.0,1.0
11,8,rand_dt,0.2,0.98,98,9,6,18,14.948,558.8812494845362,0.08438480397710234,1.2584329896907216,124.57214765100672,306.0,62.932,97.0,0.0,1.0,0,0.0,1.0
12,8,rand_dt,0.2,1.0,100,7,7,19,15.0,560.6827959595961,0.0855973063973064,1.283959595959596,168.79565746753246,312.0,63.888,99.0,0.0,1.0,0,0.0,1.0
13,8,rand_dt,0.2,1.0,100,10,10,18,14.648,560.2188808080808,0.0864893684746626,1.2645252525252526,202.95265660533389,413.0,62.812,99.0,0.0,1.0,0,0.0,1.0
14,8,rand_dt,0.2,0.87,87,9,10,15,13.052,559.7408418604653,0.09684296788482834,1.2597674418604652,161.4593181818182,408.0,54.66,86.0,0.0,1.0,0,0.0,1.0
15,8,rand_dt,0.2,0.99,99,6,11,20,12.656,563.3889551020409,0.10442064737983105,1.3178775510204082,271.11354705274044,606.0,60.848,98.0,0.0,1.0,0,0.0,1.0
16,8,rand_dt,0.2,0.98,98,10,6,18,13.972,558.2983835051547,0.08963059363317094,1.2489896907216493,118.15130616509927,306.0,62.848,97.0,0.0,1.0,0,0.0,1.0
17,8,rand_dt,0.2,1.0,100,11,8,16,13.576,560.1521575757575,0.09318926998926999,1.2621010101010102,160.72240128928283,403.0,62.052,99.0,0.0,1.0,0,0.0,1.0
18,8,rand_dt,0.2,0.99,99,9,9,16,14.624,560.6997469387755,0.08743556708397646,1.276,175.179786797868,408.0,61.952,98.0,0.0,1.0,0,0.0,1.0
19,8,rand_dt,0.2,0.96,96,11,8,18,14.652,558.5521473684211,0.08491941947629254,1.2410526315789474,138.88619957537156,310.0,61.1,95.0,0.0,1.0,0,0.0,1.0
20,8,rand_dt,0.2,0.97,97,10,8,17,14.444,557.5314166666667,0.0855313988095238,1.2335833333333333,153.64117771658547,403.0,63.576,96.0,0.0,1.0,0,0.0,1.0
21,8,rand_dt,0.2,1.0,100,7,8,16,12.32,562.2348282828283,0.10646483819211092,1.3082828282828283,169.2543017206883,403.0,62.48,99.0,0.0,1.0,0,0.0,1.0
22,8,rand_dt,0.2,1.0,100,9,11,18,13.024,564.0050181818182,0.10304491064491064,1.3392323232323233,216.6796370967742,506.0,62.416,99.0,0.0,1.0,0,0.0,1.0
23,8,rand_dt,0.2,0.99,99,8,7,18,13.264,561.3390816326531,0.09764280481423339,1.2934285714285716,177.61903770047905,402.0,62.244,98.0,0.0,1.0,0,0.0,1.0
24,8,rand_dt,0.2,1.0,100,7,8,18,14.768,561.0093454545456,0.08754283733695499,1.2896565656565655,143.15795819935693,309.0,63.324,99.0,0.0,1.0,0,0.0,1.0
25,8,rand_dt,0.2,0.99,99,10,7,18,14.44,563.4817877551021,0.0925575315840622,1.3346938775510204,155.93880837359097,313.0,62.2,98.0,0.0,1.0,0,0.0,1.0
26,8,rand_dt,0.2,0.89,89,11,7,18,16.132,559.5197045454546,0.07856205436720143,1.2668636363636365,138.3011401743796,304.0,56.516,88.0,0.0,1.0,0,0.0,1.0
27,8,rand_dt,0.2,1.0,100,12,6,18,12.544,559.4790545454547,0.09993282273282274,1.250909090909091,153.19230769230768,312.0,62.16,99.0,0.0,1.0,0,0.0,1.0
28,8,rand_dt,0.2,0.98,98,9,8,18,13.92,558.583855670103,0.09026691779011367,1.2543917525773194,134.99542999584546,310.0,63.324,97.0,0.0,1.0,0,0.0,1.0
29,8,rand_dt,0.2,0.92,92,8,6,19,15.02,561.5539384615386,0.08693422138086004,1.3033406593406593,167.56005308560054,307.0,58.396,91.0,0.0,1.0,0,0.0,1.0
30,8,rand_dt,0.2,0.99,99,10,8,18,16.016,558.7395551020409,0.0780720454848606,1.250326530612245,157.41675137223012,403.0,63.468,98.0,0.0,1.0,0,0.0,1.0
31,8,rand_dt,0.2,0.8,80,10,6,18,13.372,556.542465822785,0.09092469977280103,1.213012658227848,145.16793692509856,309.0,52.172,79.0,0.0,1.0,0,0.0,1.0
32,8,rand_dt,0.2,1.0,100,7,7,20,16.184,562.049701010101,0.08094939591998414,1.3092929292929294,172.37818181818182,402.0,63.38,99.0,0.0,1.0,0,0.0,1.0
33,8,rand_dt,0.2,1.0,100,11,13,18,14.516,562.3981171717173,0.08994427609427609,1.3033535353535353,231.94237012987014,607.0,61.968,99.0,0.0,1.0,0,0.0,1.0
34,8,rand_dt,0.2,1.0,100,8,8,16,11.844,566.8020040404041,0.11638202874566511,1.3747878787878787,224.0514705882353,407.0,59.896,99.0,0.0,1.0,0,0.0,1.0
35,8,rand_dt,0.2,0.96,96,11,7,18,13.7,560.0263747368423,0.09224971659919029,1.2602947368421051,140.62579847517,312.0,59.272,95.0,0.0,1.0,0,0.0,1.0
36,8,rand_dt,0.2,1.0,100,10,10,17,13.812,564.6755313131315,0.09776786361786363,1.3475555555555556,228.1827452580053,501.0,61.592,99.0,0.0,1.0,0,0.0,1.0
37,8,rand_dt,0.2,1.0,100,9,7,17,15.792,560.4729696969697,0.08104521357364496,1.2774949494949495,166.9676163148186,401.0,63.528,99.0,0.0,1.0,0,0.0,1.0
38,8,rand_dt,0.2,0.78,78,9,9,19,13.104,562.2862649350651,0.1000784929356358,1.3107532467532468,228.3196335078534,508.0,49.072,77.0,0.0,1.0,0,0.0,1.0
39,8,rand_dt,0.2,0.78,78,8,7,16,12.416,560.0248,0.1019782511860434,1.2635844155844156,157.1307531380753,402.0,48.704,77.0,0.0,1.0,0,0.0,1.0
0,8,static,0.2,1.0,100,10,9,16,16.0,567.5821494949495,0.08648989898989899,1.3838383838383839,15.439270853972657,16.0,59.0,99.0,0.0,1.0,0,0.0,1.0
1,8,static,0.2,0.93,93,9,9,19,19.0,565.5105260869566,0.0715995423340961,1.360391304347826,17.99003181336161,19.0,56.844,92.0,0.0,1.0,0,0.0,1.0
2,8,static,0.2,0.97,97,9,11,17,17.0,566.1362041666666,0.07969362745098038,1.3547916666666668,13.706620065789474,17.0,55.94,96.0,0.0,1.0,0,0.0,1.0
3,8,static,0.2,0.98,98,8,9,17,17.0,564.9350391752578,0.07907095209217707,1.3442061855670104,15.619712608783647,17.0,58.612,97.0,0.0,1.0,0,0.0,1.0
4,8,static,0.2,0.93,93,8,9,18,18.0,566.8163304347827,0.07623671497584542,1.3722608695652174,16.791703248463566,18.0,54.752,92.0,0.0,1.0,0,0.0,1.0
5,8,static,0.2,1.0,100,7,7,16,16.0,565.2019151515153,0.08422222222222223,1.3475555555555556,13.946761133603239,16.0,59.592,99.0,0.0,1.0,0,0.0,1.0
6,8,static,0.2,0.97,97,10,8,18,18.0,563.1267958333334,0.07284027777777778,1.311125,14.99771167048055,18.0,58.132,96.0,0.0,1.0,0,0.0,1.0
7,8,static,0.2,1.0,100,9,10,16,16.0,562.5500404040404,0.08141161616161617,1.3025858585858587,14.628471507920182,16.0,61.044,99.0,0.0,1.0,0,0.0,1.0
8,8,static,0.2,1.0,100,13,9,17,17.0,559.8379838383838,0.07343790849673201,1.2484444444444442,14.50122199592668,17.0,61.404,99.0,0.0,1.0,0,0.0,1.0
9,8,static,0.2,1.0,100,13,6,17,17.0,558.4772727272729,0.0727581699346405,1.236888888888889,14.277412935323383,17.0,62.548,99.0,0.0,1.0,0,0.0,1.0
10,8,static,0.2,0.98,98,9,10,20,20.0,562.5961608247421,0.06529690721649482,1.305938144329897,16.628541882109616,20.0,60.324,97.0,0.0,1.0,0,0.0,1.0
11,8,static,0.2,0.98,98,9,6,18,18.0,561.2951793814433,0.07154868270332188,1.2878762886597939,14.411372630701937,18.0,60.076,97.0,0.0,1.0,0,0.0,1.0
12,8,static,0.2,1.0,100,7,7,19,19.0,563.0997212121213,0.06907602339181287,1.3124444444444443,17.58098307816277,19.0,61.068,99.0,0.0,1.0,0,0.0,1.0
13,8,static,0.2,1.0,100,10,10,18,18.0,563.1203555555556,0.07212570145903478,1.2982626262626262,15.758563074352548,18.0,59.472,99.0,0.0,1.0,0,0.0,1.0
14,8,static,0.2,0.87,87,9,10,15,15.0,561.5851395348839,0.08542325581395349,1.2813488372093025,13.210791037951532,15.0,52.804,86.0,0.0,1.0,0,0.0,1.0
15,8,static,0.2,0.99,99,6,11,20,20.0,566.5044285714287,0.06769999999999998,1.354,18.039854339469958,20.0,57.308,98.0,0.0,1.0,0,0.0,1.0
16,8,static,0.2,0.98,98,10,6,18,18.0,560.1168371134021,0.07067812142038946,1.2722061855670102,14.793002304630212,18.0,60.596,97.0,0.0,1.0,0,0.0,1.0
17,8,static,0.2,1.0,100,11,8,16,16.0,562.4235717171717,0.08060606060606061,1.2896969696969698,14.07749077490775,16.0,59.32,99.0,0.0,1.0,0,0.0,1.0
18,8,static,0.2,0.99,99,9,9,16,16.0,563.0948693877551,0.08153316326530612,1.3045306122448979,14.015996718621821,16.0,59.156,98.0,0.0,1.0,0,0.0,1.0
19,8,static,0.2,0.96,96,11,8,18,18.0,560.9218400000001,0.07051929824561404,1.2693473684210526,14.663297536323437,18.0,58.412,95.0,0.0,1.0,0,0.0,1.0
20,8,static,0.2,0.97,97,10,8,17,17.0,559.1220500000001,0.07368627450980392,1.2526666666666666,14.80973358506398,17.0,61.744,96.0,0.0,1.0,0,0.0,1.0
21,8,static,0.2,1.0,100,7,8,16,16.0,564.8183595959597,0.08369191919191919,1.339070707070707,14.265643682742128,16.0,59.432,99.0,0.0,1.0,0,0.0,1.0
22,8,static,0.2,1.0,100,9,11,18,18.0,566.7653090909092,0.07614814814814816,1.3706666666666665,17.249698189134808,18.0,59.304,99.0,0.0,1.0,0,0.0,1.0
23,8,static,0.2,0.99,99,8,7,18,18.0,563.9468,0.0736281179138322,1.3253061224489795,15.608641720074427,18.0,59.12,98.0,0.0,1.0,0,0.0,1.0
24,8,static,0.2,1.0,100,7,8,18,18.0,563.127183838384,0.07305050505050505,1.3149090909090908,14.907295445384925,18.0,60.824,99.0,0.0,1.0,0,0.0,1.0
25,8,static,0.2,0.99,99,10,7,18,18.0,565.676530612245,0.07556009070294784,1.3600816326530611,16.453008653652645,18.0,59.712,98.0,0.0,1.0,0,0.0,1.0
26,8,static,0.2,0.89,89,11,7,18,18.0,561.7282681818183,0.07189141414141414,1.2940454545454545,15.91677792612372,18.0,54.124,88.0,0.0,1.0,0,0.0,1.0
27,8,static,0.2,1.0,100,12,6,18,18.0,561.3894424242425,0.07084399551066217,1.2751919191919192,14.409793297210516,18.0,59.756,99.0,0.0,1.0,0,0.0,1.0
28,8,static,0.2,0.98,98,9,8,18,18.0,560.4658927835052,0.07099427262313858,1.2778969072164947,15.207886044591246,18.0,61.044,97.0,0.0,1.0,0,0.0,1.0
29,8,static,0.2,0.92,92,8,6,19,19.0,563.3616835164835,0.06974898785425102,1.325230769230769,14.909823226672634,19.0,56.404,91.0,0.0,1.0,0,0.0,1.0
30,8,static,0.2,0.99,99,10,8,18,18.0,561.3085265306123,0.07115873015873016,1.280857142857143,15.095631165693577,18.0,60.476,98.0,0.0,1.0,0,0.0,1.0
31,8,static,0.2,0.8,80,10,6,18,18.0,559.1988658227848,0.06913080168776373,1.2443544303797467,15.049638055842813,18.0,49.696,79.0,0.0,1.0,0,0.0,1.0
32,8,static,0.2,1.0,100,7,7,20,20.0,564.029288888889,0.06661212121212122,1.3322424242424242,16.53307151715585,20.0,61.108,99.0,0.0,1.0,0,0.0,1.0
33,8,static,0.2,1.0,100,11,13,18,18.0,566.3321494949495,0.07494276094276094,1.348969696969697,15.252084160381104,18.0,57.452,99.0,0.0,1.0,0,0.0,1.0
34,8,static,0.2,1.0,100,8,8,16,16.0,569.1815717171717,0.08762878787878788,1.402060606060606,14.811130846654825,16.0,57.196,99.0,0.0,1.0,0,0.0,1.0
35,8,static,0.2,0.96,96,11,7,18,18.0,562.3557894736842,0.07163508771929825,1.2894315789473683,15.318936877076412,18.0,56.504,95.0,0.0,1.0,0,0.0,1.0
36,8,static,0.2,1.0,100,10,10,17,17.0,566.6852727272728,0.08067736185383245,1.3715151515151516,15.052936311000828,17.0,59.22,99.0,0.0,1.0,0,0.0,1.0
37,8,static,0.2,1.0,100,9,7,17,17.0,562.9841616161617,0.07684848484848485,1.3064242424242425,15.357991803278688,17.0,60.664,99.0,0.0,1.0,0,0.0,1.0
38,8,static,0.2,0.78,78,9,9,19,19.0,564.5799896103896,0.0703978127136022,1.3375584415584414,16.657172720146328,19.0,47.008,77.0,0.0,1.0,0,0.0,1.0
39,8,static,0.2,0.78,78,8,7,16,16.0,561.9144363636365,0.08044480519480518,1.2871168831168829,13.268153526970954,16.0,46.892,77.0,0.0,1.0,0,0.0,1.0
0,8,bsps,0.2,1.0,100,10,9,16,14.388,553.6365131313131,0.07526525435348964,1.0817373737373737,41.675847037844264,115.0,33.196,71.144,0.44228538283062646,0.6935483870967742,0,0.27818506043193975,1.0
1,8,bsps,0.2,0.93,93,9,9,19,15.152,551.0540565217391,0.06932522827619576,1.0479565217391305,44.85323435843054,116.0,32.196,65.304,0.43954263935207244,0.684394506866417,0,0.30625662778366913,1.0
2,8,bsps,0.2,0.97,97,9,11,17,14.204,552.7038291666669,0.07526141012786233,1.0662916666666664,39.147615131578945,114.0,32.22,70.088,0.4427457730079984,0.688379795749379,0,0.2752878289473684,1.0
3,8,bsps,0.2,0.98,98,8,9,17,13.952,550.9736123711341,0.07473095238095237,1.0414845360824743,40.85893543817041,114.0,32.844,69.232,0.4435693188937617,0.6907039489820946,0,0.28577211090872295,1.0
4,8,bsps,0.2,0.93,93,8,9,18,15.52,552.6446217391305,0.06900508788242163,1.0693478260869564,42.47805092186128,116.0,31.484,66.432,0.4427371440278631,0.6826261467889908,0,0.28424056189640035,1.0
5,8,bsps,0.2,1.0,100,7,7,16,14.112,551.2364484848484,0.0742013505013505,1.046141414141414,40.5414979757085,114.0,33.724,70.944,0.4452916130309932,0.6962476033963297,0,0.2819838056680162,1.0
6,8,bsps,0.2,0.97,97,10,8,18,14.336,549.5393583333334,0.07114966590802987,1.018,40.734553775743706,114.0,33.024,68.76,0.44262458803555377,0.690928552314691,0,0.28832951945080093,1.0
7,8,bsps,0.2,1.0,100,9,10,16,13.604,548.9289131313132,0.07418713912350276,1.0085656565656567,40.51758897346225,114.0,34.472,70.24,0.44604253835425384,0.6943892750744787,0,0.28553795515326064,1.0
8,8,bsps,0.2,1.0,100,13,9,17,13.128,546.6439878787879,0.0739809912408843,0.968,39.34338085539715,113.0,34.844,69.872,0.4477437875661613,0.6973786659745653,0,0.2808553971486762,1.0
9,8,bsps,0.2,1.0,100,13,6,17,13.124,544.6940121212122,0.07184246124246124,0.9416161616161616,40.15024875621891,113.0,35.264,69.208,0.44384685505925253,0.6935483870967742,0,0.2953233830845771,1.0
10,8,bsps,0.2,0.98,98,9,10,20,15.856,548.7702474226805,0.06366905963381499,1.0061030927835053,43.082936918304036,117.0,33.592,68.252,0.44476198981870146,0.6935603256846781,0,0.2990692864529473,1.0
11,8,bsps,0.2,0.98,98,9,6,18,15.304,547.3490226804125,0.06465761900319207,0.9889896907216494,41.304936471568425,115.0,34.76,69.256,0.4447677146879399,0.6928478543563069,0,0.28993959591751717,1.0
12,8,bsps,0.2,1.0,100,7,7,19,15.044,549.2297050505051,0.06753419790086457,1.014707070707071,42.79955680902498,115.0,34.62,70.212,0.44303350970017635,0.6899038461538461,0,0.29411764705882354,1.0
13,8,bsps,0.2,1.0,100,10,10,18,14.832,550.2813616161617,0.06917503814268519,1.0238383838383838,42.34252297410192,115.0,34.192,71.372,0.44216540226655426,0.6798325922050745,0,0.29490392648287383,1.0
14,8,bsps,0.2,0.87,87,9,10,15,13.244,548.2534093023257,0.0753575945372457,0.9954883720930231,40.25285779606767,113.0,29.956,61.128,0.4434635984923626,0.6878407851690295,0,0.2910379515317787,1.0
15,8,bsps,0.2,0.99,99,6,11,20,17.34,553.6482040816327,0.062111119415956074,1.0746938775510204,43.29759255512847,118.0,32.276,71.092,0.4424055051361324,0.6900349180768197,0,0.27938498887315394,1.0
16,8,bsps,0.2,0.98,98,10,6,18,14.488,545.9737649484537,0.06695109790149208,0.9676701030927837,40.89231091556673,114.0,34.744,68.832,0.4432067028468057,0.682412596744062,0,0.2943641315734339,1.0
17,8,bsps,0.2,1.0,100,11,8,16,14.496,549.5743070707072,0.0699056314056314,1.0134545454545454,39.54551045510455,114.0,33.816,71.324,0.4456838021338506,0.6983739837398374,0,0.2726527265272653,1.0
18,8,bsps,0.2,0.99,99,9,9,16,14.08,550.0427755102041,0.07282536882885023,1.0232653061224488,38.91570959803117,114.0,33.84,70.576,0.44612653023081955,0.6993945775204001,0,0.2686628383921247,1.0
19,8,bsps,0.2,0.96,96,11,8,18,14.14,547.2441557894738,0.06942633667673916,0.9789894736842104,41.49547273110129,114.0,32.968,67.044,0.443763973947701,0.6900080797199031,0,0.2981680353758686,1.0
20,8,bsps,0.2,0.97,97,10,8,17,13.488,545.1797166666666,0.070934088174897,0.9509583333333333,42.157751206209355,114.0,34.168,66.328,0.44452119851480876,0.6939313984168866,0,0.30711139081183136,1.0
21,8,bsps,0.2,1.0,100,7,8,16,14.052,550.8632686868688,0.07405868205868206,1.0404040404040404,40.04543642885612,114.0,34.184,71.34,0.444201964090864,0.6911965113109839,0,0.27620565962534877,1.0
22,8,bsps,0.2,1.0,100,9,11,18,14.852,552.7759313131312,0.0720386239033298,1.0682424242424242,42.8374245472837,115.0,33.356,70.904,0.44300235977491376,0.6858362631843294,0,0.2887323943661972,1.0
23,8,bsps,0.2,0.99,99,8,7,18,14.7,550.4360326530613,0.07035752388867636,1.032734693877551,40.347942939838745,115.0,33.656,70.512,0.4467946328736489,0.695859872611465,0,0.2784783956998139,1.0
24,8,bsps,0.2,1.0,100,7,8,18,14.456,549.1526424242426,0.0706954242131651,1.0157171717171718,39.771664651350264,115.0,34.82,70.576,0.445420094278584,0.6993131518697533,0,0.279322853688029,1.0
25,8,bsps,0.2,0.99,99,10,7,18,15.38,551.2915877551021,0.0684862679870483,1.0520816326530613,42.203662708794525,116.0,34.4,70.252,0.4439440848109579,0.690445196563395,0,0.28416180317971423,1.0
26,8,bsps,0.2,0.89,89,11,7,18,14.62,547.3696863636364,0.06757970718007482,0.9858636363636365,42.22051624388073,115.0,30.552,62.188,0.4422798726974636,0.6923473331615563,0,0.29728526924788606,1.0
27,8,bsps,0.2,1.0,100,12,6,18,14.36,548.9630545454547,0.07002849070121797,1.0041212121212122,38.87818583182822,114.0,33.92,71.416,0.445254192642023,0.6981269764047677,0,0.27533614288581176,1.0
28,8,bsps,0.2,0.98,98,9,8,18,13.876,546.4480783505155,0.07039699304132294,0.9737319587628867,41.75701899256813,114.0,34.348,68.2,0.4447918527782741,0.6960059171597633,0,0.3014037985136251,1.0
29,8,bsps,0.2,0.92,92,8,6,19,14.684,548.6544175824176,0.06911462741887332,1.0101098901098902,40.7867531886328,115.0,32.04,64.264,0.4467626603976883,0.6918949449308105,0,0.2866413067800403,1.0
30,8,bsps,0.2,0.99,99,10,8,18,14.072,547.5778,0.07014284735872371,0.9853061224489796,41.49708073283672,114.0,33.856,69.084,0.4440810393386027,0.6919609316303531,0,0.2955506341856251,1.0
31,8,bsps,0.2,0.8,80,10,6,18,13.984,546.0015544303798,0.0688903416803268,0.9585316455696202,42.35470527404343,114.0,27.492,55.176,0.4449646275488972,0.6862455726092089,0,0.30584281282316444,1.0
32,8,bsps,0.2,1.0,100,7,7,20,15.088,549.5870545454546,0.06825710055946008,1.0244848484848486,43.550640760644896,116.0,35.068,70.332,0.4432183908045977,0.6810322580645162,0,0.30384456386936753,1.0
33,8,bsps,0.2,1.0,100,11,13,18,16.232,553.2579555555557,0.06601475793632657,1.0675151515151515,40.9055180627233,116.0,32.244,71.652,0.4421631000578369,0.6893704850361198,0,0.28066693132195314,1.0
34,8,bsps,0.2,1.0,100,8,8,16,14.704,555.427692929293,0.07553105652517417,1.1087272727272728,40.28162620880205,115.0,33.076,72.42,0.44281583408116465,0.6925557645794141,0,0.26583777383066903,1.0
35,8,bsps,0.2,0.96,96,11,7,18,13.94,549.1684084210526,0.0725789126662811,1.0098526315789476,39.683347176079735,114.0,32.92,68.892,0.4412967581047382,0.6851006711409396,0,0.2821843853820598,1.0
36,8,bsps,0.2,1.0,100,10,10,17,15.368,552.8224727272727,0.06986907058083529,1.0729292929292928,42.77357320099256,116.0,34.084,71.652,0.4434520920299,0.6850500135171668,0,0.29280397022332505,1.0
37,8,bsps,0.2,1.0,100,9,7,17,14.704,549.5796888888889,0.06927675059145648,1.0176565656565657,41.06803278688525,115.0,34.36,70.524,0.4467970087395261,0.6967444245065367,0,0.2786885245901639,1.0
38,8,bsps,0.2,0.78,78,9,9,19,14.688,550.4992311688312,0.07098754879451474,1.0337142857142858,41.180036582179255,116.0,26.452,54.692,0.44742575392730194,0.6962693958402113,0,0.28063757512411813,1.0
39,8,bsps,0.2,0.78,78,8,7,16,13.296,548.5107844155846,0.07528982705606083,0.9998441558441556,38.5625,114.0,26.84,55.088,0.4461756373937677,0.6968295904887715,0,0.2743775933609959,1.0
0,8,baps,0.2,1.0,100,10,9,16,12.5,545.0964727272728,0.06593602693602695,0.9314747474747476,53.40558747770953,116.0,27.536,60.876,0.5579238208012631,0.6426141885325559,0,0.3877551020408163,1.0
1,8,baps,0.2,0.93,93,9,9,19,13.0,541.2564173913044,0.05547270349787512,0.871,59.28632025450689,119.0,24.9,53.516,0.5600271528316525,0.647803247373448,0,0.4220572640509014,1.0
2,8,baps,0.2,0.97,97,9,11,17,13.0,543.8680458333334,0.06154057734204793,0.9090416666666666,51.58079769736842,116.0,26.488,59.628,0.5552112385084186,0.6399581042157633,0,0.3871299342105263,1.0
3,8,baps,0.2,0.98,98,8,9,17,12.0,540.6830103092784,0.060173611712726324,0.8617731958762886,55.34486945962356,117.0,26.908,57.5,0.5553422904670505,0.6405198421907635,0,0.40760979558793764,1.0
4,8,baps,0.2,0.93,93,8,9,18,13.5,543.8231521739131,0.05908212560386474,0.9144347826086956,54.94139596136962,118.0,26.208,56.668,0.5532339353212936,0.6360708534621579,0,0.3915715539947322,1.0
5,8,baps,0.2,1.0,100,7,7,16,12.052,540.6211838383839,0.060205667789001126,0.8606060606060605,54.3746963562753,116.0,27.404,58.552,0.5560182833925851,0.6412291933418695,0,0.4117408906882591,1.0
6,8,baps,0.2,0.97,97,10,8,18,13.0,540.9737416666667,0.05716840277777777,0.8665833333333333,52.02267526523819,118.0,27.612,58.652,0.5581253804017042,0.6472250770811921,0,0.38007073018514664,1.0
7,8,baps,0.2,1.0,100,9,10,16,11.664,539.0691717171718,0.05995743145743146,0.8340606060606062,55.62456284715079,116.0,27.256,57.664,0.5533012991635522,0.640544345377757,0,0.41781526434889943,1.0
8,8,baps,0.2,1.0,100,13,9,17,12.008,538.9907232323233,0.0599935064935065,0.8323636363636364,53.04419551934827,117.0,28.612,59.508,0.5526074182886522,0.6394839337877313,0,0.39531568228105907,1.0
9,8,baps,0.2,1.0,100,13,6,17,11.624,536.6955272727273,0.056696601873072454,0.798141414141414,55.02089552238806,117.0,28.608,58.124,0.5557004470938898,0.6402439024390244,0,0.4165174129353234,1.0
10,8,baps,0.2,0.98,98,9,10,20,14.5,540.1959670103092,0.05003184421534937,0.8531134020618557,57.544157187176836,120.0,27.272,57.512,0.5558099075176266,0.6407946407946408,0,0.41820062047569806,1.0
11,8,baps,0.2,0.98,98,9,6,18,12.648,537.6253113402062,0.05245475372279496,0.8131958762886597,55.27598416996459,118.0,27.416,56.648,0.5553223960320488,0.6444223107569721,0,0.41553842949385544,1.0
12,8,baps,0.2,1.0,100,7,7,19,13.0,539.1901292929293,0.05315774284195336,0.8372525252525252,58.87550362610798,119.0,27.64,57.764,0.5556657351482918,0.640117994100295,0,0.42244157937147464,1.0
13,8,baps,0.2,1.0,100,10,10,18,13.0,541.2168484848485,0.05756734006734007,0.8652525252525253,54.88763575605681,118.0,27.34,59.5,0.5550593824228028,0.6457861635220126,0,0.40058479532163743,1.0
14,8,baps,0.2,0.87,87,9,10,15,12.0,541.3358325581396,0.06502118863049096,0.871906976744186,50.27251943301326,115.0,25.016,53.0,0.5554093715211011,0.6415094339622641,0,0.3790580704160951,1.0
15,8,baps,0.2,0.99,99,6,11,20,15.3,544.9161959183675,0.05350055658627088,0.9222448979591839,54.973902488367386,120.0,26.22,60.3,0.558026195552848,0.6465008972058447,0,0.3805381347359903,1.0
16,8,baps,0.2,0.98,98,10,6,18,13.148,537.3208041237115,0.051164375715922104,0.8110103092783505,54.32893358474754,118.0,28.552,57.86,0.5541630234139706,0.6408895628001011,0,0.40435784621831133,1.0
17,8,baps,0.2,1.0,100,11,8,16,12.012,539.1245292929294,0.05850953984287317,0.8303030303030302,54.07441574415744,116.0,26.86,58.28,0.5560941828254847,0.64568345323741,0,0.4071340713407134,1.0
18,8,baps,0.2,0.99,99,9,9,16,11.088,539.3841551020408,0.062458090379008735,0.8360816326530612,53.93580803937654,116.0,26.384,57.16,0.5567196875892942,0.6488377905523619,0,0.40709598031173094,1.0
19,8,baps,0.2,0.96,96,11,8,18,13.0,539.0345347368421,0.054495321637426895,0.8336,53.97241524531481,118.0,27.332,57.012,0.5550039714058776,0.6410386965376782,0,0.40176879343019584,1.0
20,8,baps,0.2,0.97,97,10,8,17,11.5,536.5692875,0.056388071895424836,0.7955833333333333,56.071323683658484,117.0,27.124,55.0,0.5573035682896819,0.6491308325709058,0,0.420599958044892,1.0
21,8,baps,0.2,1.0,100,7,8,16,11.568,541.2231434343435,0.0633953823953824,0.8686868686868686,54.144479872459144,116.0,27.176,59.088,0.5538227848101266,0.6371612903225806,0,0.40753288162614587,1.0
22,8,baps,0.2,1.0,100,9,11,18,13.008,543.0415191919193,0.059249719416386085,0.8972525252525252,56.011670020120725,118.0,26.688,59.008,0.5556069578090304,0.643368320610687,0,0.3983903420523139,1.0
23,8,baps,0.2,0.99,99,8,7,18,13.0,540.2249265306123,0.05556462585034014,0.8558775510204082,53.80793880504445,118.0,28.124,59.0,0.5541413373860182,0.6435045317220544,0,0.3919784990696713,1.0
